callsign,valid_from,valid_to,days,origin,departure_time,destination,flight_time,flight_rules,aircraft_type,rvsm,equipment,pbn,route,alt,eet,performance,operator,remark
TAM3121,040825,040825,1,SBLO,1625,SBSP,0050,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3121,050825,050825,2,SBLO,1625,SBSP,0050,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3121,020825,020825,6,SBLO,2240,SBSP,0050,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3121,010825,010825,5,SBLO,1625,SBSP,0050,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3121,310725,310725,4,SBLO,1625,SBSP,0050,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3125,030825,030825,7,SBLO,2240,SBSP,0050,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3126,050825,050825,2,SBSP,2350,SBCF,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3126,310725,310725,4,SBSP,2350,SBCF,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3126,040825,040825,1,SBSP,2350,SBCF,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3126,060825,060825,3,SBSP,2350,SBCF,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3126,010825,010825,5,SBSP,2350,SBCF,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3131,010825,010825,5,SBGO,2245,SBGR,0130,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ESBOD DCT UPONA DCT OBLUG | N0450F330 DCT ZARES,,,,,RMK/TCAS
TAM3131,050825,050825,2,SBGO,2245,SBGR,0130,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ESBOD DCT UPONA DCT OBLUG | N0450F330 DCT ZARES,,,,,RMK/TCAS
TAM3131,060825,060825,3,SBGO,2245,SBGR,0130,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ESBOD DCT UPONA DCT OBLUG | N0450F330 DCT ZARES,,,,,RMK/TCAS
TAM3131,020825,020825,6,SBGO,2245,SBGR,0130,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ESBOD DCT UPONA DCT OBLUG | N0450F330 DCT ZARES,,,,,RMK/TCAS
TAM3131,040825,040825,1,SBGO,2245,SBGR,0130,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ESBOD DCT UPONA DCT OBLUG | N0450F330 DCT ZARES,,,,,RMK/TCAS
TAM3131,310725,310725,4,SBGO,2245,SBGR,0130,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ESBOD DCT UPONA DCT OBLUG | N0450F330 DCT ZARES,,,,,RMK/TCAS
TAM3131,030825,030825,7,SBGO,2245,SBGR,0130,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ESBOD DCT UPONA DCT OBLUG | N0450F330 DCT ZARES,,,,,RMK/TCAS
TAM3166,040825,040825,1,SBSP,0045,SBSV,0205,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 ZUMBA,,EET/SBRE0100,,,RMK/TCAS
TAM3170,050825,050825,2,SBSP,1055,SBRF,0250,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 ANBEX,,EET/SBRE0108,,,RMK/TCAS
TAM3170,310725,310725,4,SBSP,1055,SBRF,0250,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 ANBEX,,EET/SBRE0108,,,RMK/TCAS
TAM3170,040825,040825,1,SBSP,1055,SBRF,0250,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 ANBEX,,EET/SBRE0108,,,RMK/TCAS
TAM3170,010825,010825,5,SBSP,1055,SBRF,0250,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 ANBEX,,EET/SBRE0108,,,RMK/TCAS
TAM3170,030825,030825,7,SBSP,1105,SBRF,0250,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 ANBEX,,EET/SBRE0108,,,RMK/TCAS
TAM3170,020825,020825,6,SBSP,1055,SBRF,0250,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 ANBEX,,EET/SBRE0108,,,RMK/TCAS
TAM3170,060825,060825,3,SBSP,1055,SBRF,0250,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 ANBEX,,EET/SBRE0108,,,RMK/TCAS
TAM3175,040825,040825,1,SBMG,1845,SBSP,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3175,060825,060825,3,SBMG,1845,SBSP,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3175,030825,030825,7,SBMG,1800,SBSP,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3175,010825,010825,5,SBMG,1845,SBSP,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3175,050825,050825,2,SBMG,1845,SBSP,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3175,310725,310725,4,SBMG,1845,SBSP,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 AKTIT UZ65 EDMOX UM411 UTLOT,,EET/SBBS0017,,,RMK/TCAS
TAM3180,050825,050825,2,SBGR,1805,SBVC,0135,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KADOR DCT DORDU DCT UTLON DCT,,EET/SBRE0107,,,RMK/TCAS
TAM3180,060825,060825,3,SBGR,1705,SBVC,0135,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KADOR DCT DORDU DCT UTLON DCT,,EET/SBRE0107,,,RMK/TCAS
TAM3180,020825,020825,6,SBGR,1815,SBVC,0135,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KADOR DCT DORDU DCT UTLON DCT,,EET/SBRE0107,,,RMK/TCAS
TAM3184,010825,010825,5,SBSP,1245,SBFZ,0320,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3184,310725,310725,4,SBSP,1245,SBFZ,0320,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3184,060825,060825,3,SBSP,1245,SBFZ,0320,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3184,050825,050825,2,SBSP,1245,SBFZ,0320,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3184,030825,030825,7,SBSP,1255,SBFZ,0320,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3184,040825,040825,1,SBSP,1245,SBFZ,0320,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3186,040825,040825,1,SBSP,0110,SBFZ,0320,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3186,050825,050825,2,SBSP,0120,SBFZ,0320,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3186,310725,310725,4,SBSP,0120,SBFZ,0320,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3186,020825,020825,6,SBSP,0120,SBFZ,0320,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3186,010825,010825,5,SBSP,0120,SBFZ,0320,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3186,060825,060825,3,SBSP,0120,SBFZ,0320,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0114,,,RMK/TCAS
TAM3190,020825,020825,6,SBSP,0940,SBCF,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3191,020825,020825,6,SBCF,0905,SBSP,0105,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ANDEM UZ30 ENTIT,,,,,RMK/TCAS
TAM3192,050825,050825,2,SBSP,1130,SBPS,0135,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0054,,,RMK/TCAS
TAM3192,040825,040825,1,SBSP,1130,SBPS,0135,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0054,,,RMK/TCAS
TAM3192,060825,060825,3,SBSP,1130,SBPS,0135,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0054,,,RMK/TCAS
TAM3192,030825,030825,7,SBSP,1135,SBPS,0135,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0054,,,RMK/TCAS
TAM3192,010825,010825,5,SBSP,1130,SBPS,0135,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0054,,,RMK/TCAS
TAM3192,310725,310725,4,SBSP,1130,SBPS,0135,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0054,,,RMK/TCAS
TAM3192,020825,020825,6,SBSP,1125,SBPS,0135,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0054,,,RMK/TCAS
TAM3194,310725,310725,4,SBGR,1545,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3194,040825,040825,1,SBGR,1540,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3194,060825,060825,3,SBGR,1540,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3194,010825,010825,5,SBGR,1540,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3194,050825,050825,2,SBGR,1540,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3194,020825,020825,6,SBGR,1710,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3194,030825,030825,7,SBGR,1540,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3196,010825,010825,5,SBGR,0130,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3196,040825,040825,1,SBGR,0130,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3196,060825,060825,3,SBGR,0130,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3196,020825,020825,6,SBGR,0125,SBTE,0300,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3196,050825,050825,2,SBGR,0130,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3196,030825,030825,7,SBGR,0130,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3196,310725,310725,4,SBGR,0105,SBTE,0300,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 BIXAN | N0450F350 UM654 ALETA DCT TIPNU DCT GUEST DCT,,EET/SBRE0122,,,RMK/TCAS
TAM3198,020825,020825,6,SBGR,0220,SBMO,0235,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 GERSO DCT,,EET/SBRE0056,,,RMK/TCAS
TAM3198,310725,310725,4,SBGR,0220,SBMO,0235,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 GERSO DCT,,EET/SBRE0056,,,RMK/TCAS
TAM3198,050825,050825,2,SBGR,0220,SBMO,0235,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 GERSO DCT,,EET/SBRE0056,,,RMK/TCAS
TAM3198,030825,030825,7,SBGR,0220,SBMO,0235,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 GERSO DCT,,EET/SBRE0056,,,RMK/TCAS
TAM3198,040825,040825,1,SBGR,0220,SBMO,0235,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 GERSO DCT,,EET/SBRE0056,,,RMK/TCAS
TAM3198,060825,060825,3,SBGR,0220,SBMO,0235,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 GERSO DCT,,EET/SBRE0056,,,RMK/TCAS
TAM3198,010825,010825,5,SBGR,0205,SBMO,0235,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 GERSO DCT,,EET/SBRE0056,,,RMK/TCAS
TAM3208,030825,030825,7,SBGR,1105,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3208,310725,310725,4,SBGR,1105,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3208,040825,040825,1,SBGR,1105,SBUL,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3208,060825,060825,3,SBGR,1105,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3208,010825,010825,5,SBGR,1105,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3208,020825,020825,6,SBGR,1105,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3208,050825,050825,2,SBGR,1055,SBUL,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3210,030825,030825,7,SBGR,2120,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3210,050825,050825,2,SBGR,2120,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3210,310725,310725,4,SBGR,2105,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3210,010825,010825,5,SBGR,2120,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3210,060825,060825,3,SBGR,2130,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3210,040825,040825,1,SBGR,2120,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3210,020825,020825,6,SBGR,2120,SBUL,0100,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 KEXIT DCT,,,,,RMK/TCAS
TAM3211,020825,020825,6,SBUL,2315,SBGR,0115,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 DCT ASTOB DCT UPONA DCT OBLUG UZ42 ZARES,,,,,RMK/TCAS
TAM3211,040825,040825,1,SBUL,2320,SBGR,0115,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 DCT ASTOB DCT UPONA DCT OBLUG UZ42 ZARES,,,,,RMK/TCAS
TAM3211,010825,010825,5,SBUL,2315,SBGR,0115,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 DCT ASTOB DCT UPONA DCT OBLUG UZ42 ZARES,,,,,RMK/TCAS
TAM3211,030825,030825,7,SBUL,2315,SBGR,0115,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 DCT ASTOB DCT UPONA DCT OBLUG UZ42 ZARES,,,,,RMK/TCAS
TAM3211,050825,050825,2,SBUL,2315,SBGR,0115,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 DCT ASTOB DCT UPONA DCT OBLUG UZ42 ZARES,,,,,RMK/TCAS
TAM3211,060825,060825,3,SBUL,2325,SBGR,0115,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 DCT ASTOB DCT UPONA DCT OBLUG UZ42 ZARES,,,,,RMK/TCAS
TAM3211,310725,310725,4,SBUL,2315,SBGR,0115,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 DCT ASTOB DCT UPONA DCT OBLUG UZ42 ZARES,,,,,RMK/TCAS
TAM3222,010825,010825,5,SBGR,1845,SBVT,0110,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 UREMI UZ42 IMDAB DCT SEGLI DCT TODET,,EET/SBCW0004,,,RMK/TCAS
TAM3222,030825,030825,7,SBGR,1840,SBVT,0110,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 UREMI UZ42 IMDAB DCT SEGLI DCT TODET,,EET/SBCW0004,,,RMK/TCAS
TAM3222,020825,020825,6,SBGR,1840,SBVT,0110,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 UREMI UZ42 IMDAB DCT SEGLI DCT TODET,,EET/SBCW0004,,,RMK/TCAS
